state,county,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,Th5_Irregular_Care_Seeking_Behavior,CVAC
Alaska,Denali Borough,0.954154728,0.108564152,0.281120662,0.461636422,0.979624323,0.605858007
Alaska,Dillingham Census Area,0.99713467,0.631964343,0.007959249,0.969436485,0.973575294,0.831263929
Alaska,Fairbanks North Star Borough,0.899713467,0.05889844,0.209487424,0.457815982,0.980261063,0.543775868
Alaska,Haines Borough,0.978987584,0.190066858,0.010187838,0.780643107,0.949379179,0.643425661
Alaska,Hoonah-Angoon Census Area,0.937599491,0.732569245,0.022604266,0.972301815,0.952244508,0.842088507
Alaska,Juneau City and Borough,0.791786055,0.062082139,0.054122891,0.715695638,0.959885387,0.536134989
Alaska,Kenai Peninsula Borough,0.828398599,0.198662846,0.093919134,0.814390322,0.974848774,0.643744031
Alaska,Ketchikan Gateway Borough,0.76599809,0.29703916,0.030245145,0.846545686,0.954791468,0.638968481
Alaska,Kodiak Island Borough,0.959248647,0.215218083,0.011779688,0.9417383,0.975167144,0.70741802
Alaska,Kusilvak Census Area,0.950652658,0.953836358,0.149315505,0.967844635,0.975485514,0.927093282
Alaska,Lake and Peninsula Borough,0.969754855,0.753900032,0.067494429,0.974848774,0.976758994,0.875517351
Alaska,Matanuska-Susitna Borough,0.945877109,0.151225724,0.347023241,0.368672397,0.972620185,0.606176377
Alaska,Nome Census Area,0.99936326,0.656478828,0.028971665,0.970073225,0.979624323,0.848137536
Alaska,North Slope Borough,0.974212034,0.608404967,0.394460363,0.963705826,0.984081503,0.916905444
Alaska,Northwest Arctic Borough,0.975803884,0.773002229,0.018465457,0.973575294,0.980897803,0.869468322
Alaska,Petersburg Borough,0.937599491,0.273479784,0.006367399,0.893346068,0.967844635,0.696275072
Alaska,Prince of Wales-Hyder Census Area,0.955109838,0.627188793,0.003820439,0.956064947,0.970073225,0.815982171
Alaska,Sitka City and Borough,0.986946832,0.132760267,0.004457179,0.907672716,0.976122254,0.679719834
Alaska,Skagway Municipality,0.950652658,0.104425342,0.007640879,0.94014645,0.981852913,0.670168736
Alaska,Southeast Fairbanks Census Area,0.950652658,0.574976122,0.110792741,0.597262018,0.980261063,0.742757084
Alaska,Valdez-Cordova Census Area,0.950652658,0.080229226,0.050620821,0.856415154,0.979305954,0.64597262
Alaska,Wrangell City and Borough,0.915631964,0.532951289,0.022922636,0.959248647,0.945240369,0.785737026
Alaska,Yakutat City and Borough,0.955746578,0.569882203,0.155682904,0.964342566,0.975803884,0.843361987
Alaska,Yukon-Koyukuk Census Area,0.961158867,0.996497931,0.091053805,0.973893664,0.959885387,0.925501433
Arizona,Apache County,0.99777141,1,0.970391595,0.972938555,0.990448902,1
Arizona,Cochise County,0.995224451,0.662209487,0.687042343,0.544094238,0.985673352,0.904489016
Arizona,Coconino County,0.99745304,0.546641197,0.537408469,0.41451767,0.995224451,0.811843362
Arizona,Gila County,0.985673352,0.935689271,0.847819166,0.674944285,0.902897167,0.979942693
Arizona,Graham County,0.988538682,0.728112066,0.82585164,0.575931232,0.996497931,0.948742439
Arizona,Greenlee County,0.829672079,0.391595033,0.895256288,0.095192614,0.994269341,0.740846864
Arizona,La Paz County,0.981216173,0.981534543,0.888252149,0.851002865,0.906080866,0.995861191
Arizona,Maricopa County,0.978350844,0.275390003,0.70359758,0.47309774,0.992040751,0.794651385
Arizona,Mohave County,0.958611907,0.754536772,0.819802611,0.504616364,0.895893028,0.918815664
Arizona,Navajo County,0.987265202,0.995224451,0.861509074,0.917223814,0.985036613,0.99968163
Arizona,Pima County,0.979624323,0.428207577,0.602992677,0.672397326,0.989175422,0.858007004
Arizona,Pinal County,0.993950971,0.406240051,0.93982808,0.377586756,0.990767272,0.865647883
Arizona,Santa Cruz County,0.88443171,0.951289398,0.919452404,0.568927093,0.991722381,0.976758994
Arizona,Yavapai County,0.971983445,0.382999045,0.730659026,0.342884432,0.88220312,0.76440624
Arizona,Yuma County,0.808978032,0.873925501,0.924546323,0.58707418,0.992359121,0.960840497
Arkansas,Arkansas County,0.560649475,0.657433938,0.369945877,0.815027061,0.723336517,0.715377268
Arkansas,Ashley County,0.514485833,0.944921999,0.547277937,0.756128621,0.734797835,0.813753582
Arkansas,Baxter County,0.139446036,0.525947151,0.493791786,0.274116523,0.428844317,0.29353709
Arkansas,Benton County,0.251512257,0.35370901,0.457179242,0.271569564,0.814390322,0.392231773
Arkansas,Boone County,0.251830627,0.23368354,0.300222859,0.561922954,0.584527221,0.316141356
Arkansas,Bradley County,0.338745622,0.921044253,0.274434893,0.894619548,0.750079592,0.732569245
Arkansas,Calhoun County,0.372492837,0.798471824,0.523081821,0.752308182,0.556829035,0.677172875
Arkansas,Carroll County,0.285259472,0.785418656,0.456542502,0.679083095,0.750397962,0.659980898
Arkansas,Chicot County,0.534224769,0.959567017,0.312639287,0.922317733,0.64692773,0.785418656
Arkansas,Clark County,0.315504616,0.770136899,0.349888571,0.787965616,0.724928367,0.655523719
Arkansas,Clay County,0.433619866,0.70296084,0.224450812,0.837631328,0.722063037,0.64756447
Arkansas,Cleburne County,0.381407195,0.460044572,0.357847819,0.302133079,0.627507163,0.383954155
Arkansas,Cleveland County,0.299267749,0.638968481,0.901623687,0.498567335,0.617000955,0.658707418
Arkansas,Columbia County,0.457815982,0.901623687,0.348296721,0.582298631,0.58834766,0.633874562
Arkansas,Conway County,0.467367081,0.82075772,0.651384909,0.621139764,0.779687997,0.773957338
Arkansas,Craighead County,0.232091691,0.343202802,0.240369309,0.690862783,0.793059535,0.440942375
Arkansas,Crawford County,0.242279529,0.717287488,0.782871697,0.454313913,0.744030564,0.652658389
Arkansas,Crittenden County,0.415472779,0.758993951,0.366762178,0.838586437,0.611588666,0.673352436
Arkansas,Cross County,0.331423114,0.64629099,0.633556192,0.698503661,0.742120344,0.689907673
Arkansas,Dallas County,0.392868513,0.829353709,0.676217765,0.842406877,0.59057625,0.771092009
Arkansas,Desha County,0.545686087,0.990448902,0.575294492,0.871378542,0.669850366,0.852276345
Arkansas,Drew County,0.47023241,0.493473416,0.441260745,0.695956702,0.794651385,0.639286851
Arkansas,Faulkner County,0.356255969,0.215854823,0.347659981,0.514804202,0.841451767,0.434574976
Arkansas,Franklin County,0.280802292,0.76345113,0.443170965,0.553963706,0.658070678,0.579114932
Arkansas,Fulton County,0.378541866,0.832219039,0.250875517,0.618911175,0.58771092,0.567971983
Arkansas,Garland County,0.163960522,0.599172238,0.142948106,0.816300541,0.492199936,0.41451767
Arkansas,Grant County,0.205666985,0.23782235,0.812161732,0.165234002,0.70391595,0.382680675
Arkansas,Greene County,0.277936963,0.384909265,0.570200573,0.560649475,0.721107927,0.509710283
Arkansas,Hempstead County,0.363578478,0.859917224,0.628780643,0.638331741,0.606494747,0.70487106
Arkansas,Hot Spring County,0.230499841,0.890799109,0.598217128,0.579114932,0.797516714,0.70359758
Arkansas,Howard County,0.484559058,0.925819803,0.772683859,0.750716332,0.76345113,0.863419293
Arkansas,Independence County,0.23241006,0.736071315,0.222222222,0.497293855,0.692454632,0.467367081
Arkansas,Izard County,0.321872015,0.747851003,0.276345113,0.715377268,0.633874562,0.577841452
Arkansas,Jackson County,0.2330468,0.809614772,0.518624642,0.570837313,0.799426934,0.650429799
Arkansas,Jefferson County,0.329194524,0.866602993,0.40974212,0.855778415,0.578796562,0.687997453
Arkansas,Johnson County,0.331423114,0.945877109,0.718879338,0.755491882,0.851957975,0.837949698
Arkansas,Lafayette County,0.498885705,0.970073225,0.844953836,0.88124801,0.58834766,0.885705189
Arkansas,Lawrence County,0.446354664,0.595988539,0.680038204,0.394141993,0.782871697,0.640241961
Arkansas,Lee County,0.52944922,0.993632601,0.934415791,0.890480739,0.744667303,0.945240369
Arkansas,Lincoln County,0.558420885,0.874243871,0.834765998,0.701687361,0.813435212,0.885386819
Arkansas,Little River County,0.269022604,0.607449857,0.817255651,0.793059535,0.712830309,0.739573384
Arkansas,Logan County,0.41037886,0.657752308,0.626233684,0.366762178,0.76599809,0.618274435
Arkansas,Lonoke County,0.216809933,0.149633875,0.657752308,0.439032155,0.792422795,0.428844317
Arkansas,Madison County,0.343839542,0.82489653,0.631964343,0.720789557,0.673352436,0.737344795
Arkansas,Marion County,0.312639287,0.501114295,0.710283349,0.672397326,0.541228908,0.58771092
Arkansas,Miller County,0.254377587,0.677172875,0.702005731,0.817574021,0.663482967,0.710601719
Arkansas,Mississippi County,0.321235275,0.833492518,0.718560968,0.872333652,0.638968481,0.787010506
Arkansas,Monroe County,0.570837313,0.896211398,0.315822986,0.911811525,0.58834766,0.757720471
Arkansas,Montgomery County,0.421840178,0.94014645,0.524355301,0.511302133,0.627507163,0.683858644
Arkansas,Nevada County,0.451766953,0.858007004,0.858325374,0.595988539,0.507800064,0.754855142
Arkansas,Newton County,0.369945877,0.70487106,0.504934734,0.274753263,0.522763451,0.466093601
Arkansas,Ouachita County,0.29226361,0.890162369,0.371219357,0.830308819,0.46959567,0.626233684
Arkansas,Perry County,0.290035021,0.603629417,0.796879975,0.570200573,0.655842089,0.64533588
Arkansas,Phillips County,0.506526584,0.854504935,0.383954155,0.907991086,0.511938873,0.728112066
Arkansas,Pike County,0.455269023,0.814390322,0.685768863,0.53231455,0.800063674,0.759630691
Arkansas,Poinsett County,0.29608405,0.64756447,0.713785419,0.785418656,0.655523719,0.7055078
Arkansas,Polk County,0.433619866,0.894301178,0.193250557,0.729067176,0.716650748,0.662846227
Arkansas,Pope County,0.208532315,0.664438077,0.502706145,0.632601082,0.804520853,0.613817256
Arkansas,Prairie County,0.502706145,0.64597262,0.659980898,0.609041706,0.673670805,0.700732251
Arkansas,Pulaski County,0.23814072,0.52849411,0.11620503,0.676217765,0.670168736,0.418338109
Arkansas,Randolph County,0.441579115,0.783508437,0.562241324,0.500159185,0.759949061,0.689270933
Arkansas,St. Francis County,0.304361668,0.848137536,0.623049984,0.907035976,0.673989175,0.779051258
Arkansas,Saline County,0.194842407,0.068449538,0.618274435,0.372811207,0.694046482,0.322508755
Arkansas,Scott County,0.414836039,0.912129895,0.574339382,0.911174785,0.796879975,0.839859917
Arkansas,Searcy County,0.421840178,0.871696912,0.487742757,0.837631328,0.644062401,0.752626552
Arkansas,Sebastian County,0.242279529,0.694364852,0.182744349,0.735434575,0.76281439,0.548869787
Arkansas,Sevier County,0.40910538,0.861827443,0.509710283,0.656478828,0.88283986,0.767908309
Arkansas,Sharp County,0.369945877,0.841770137,0.605221267,0.572429163,0.581025151,0.663801337
Arkansas,Stone County,0.319961796,0.846864056,0.623368354,0.538363578,0.603947787,0.651066539
Arkansas,Union County,0.357847819,0.925819803,0.23272843,0.536134989,0.533588029,0.537090099
Arkansas,Van Buren County,0.325055715,0.682903534,0.209487424,0.809933142,0.639286851,0.566698504
Arkansas,Washington County,0.281120662,0.40910538,0.128303088,0.630372493,0.863419293,0.445717924
Arkansas,White County,0.200573066,0.482967208,0.312957657,0.760267431,0.777459408,0.518624642
Arkansas,Woodruff County,0.517987902,0.904489016,0.304998408,0.847500796,0.622731614,0.739255014
Arkansas,Yell County,0.360713149,0.88124801,0.810888252,0.568290353,0.775867558,0.789875836
California,Alameda County,0.744667303,0.228907991,0.273798153,0.333651703,0.983763133,0.5307227
California,Alpine County,0.988857052,0.498248965,0.862464183,0.549188157,0.957975167,0.901305317
California,Amador County,0.786055396,0.258516396,0.508755174,0.222222222,0.945877109,0.582935371
California,Butte County,0.857051894,0.447628144,0.401782872,0.301177969,0.958611907,0.662209487
California,Calaveras County,0.973575294,0.345431391,0.597262018,0.013689908,0.904489016,0.619866285
California,Colusa County,0.88156638,0.673352436,0.534224769,0.513212353,0.99968163,0.837312958
California,Contra Costa County,0.744985673,0.196115887,0.380770455,0.077682267,0.977714104,0.465775231
California,Del Norte County,0.99968163,0.746577523,0.12034384,0.495702006,0.984718243,0.776822668
California,El Dorado County,0.76727157,0.105698822,0.425978988,0.049984082,0.911493155,0.430117797
California,Fresno County,0.82457816,0.697230181,0.289398281,0.505571474,0.995861191,0.76504298
California,Glenn County,0.864056033,0.921044253,0.720789557,0.226997771,0.99713467,0.872333652
California,Humboldt County,0.995542821,0.461954791,0.050620821,0.479146769,0.981216173,0.663482967
California,Imperial County,0.813753582,0.843043617,0.533588029,0.663482967,0.99936326,0.898758357
California,Inyo County,0.904170646,0.482330468,0.123845909,0.23432028,0.912766635,0.561922954
California,Kern County,0.848455906,0.758675581,0.534543139,0.379496975,0.99808978,0.817892391
California,Kings County,0.877745941,0.695319962,0.41292582,0.276345113,1,0.752308182
California,Lake County,0.996816301,0.840815027,0.501114295,0.280802292,0.908946195,0.820439351
California,Lassen County,0.892709328,0.640878701,0.386819484,0.170009551,0.995542821,0.698185291
California,Los Angeles County,0.858962114,0.449538364,0.243234639,0.563833174,0.994906081,0.709009869
California,Madera County,0.928366762,0.730340656,0.337790513,0.183381089,0.995861191,0.731295766
California,Marin County,0.783190067,0.088825215,0.146450175,0.023241006,0.885705189,0.314549507
California,Mariposa County,0.99808978,0.7669532,0.615727475,0.152499204,0.917542184,0.802610634
California,Mendocino County,0.909264565,0.711238459,0.055396371,0.418656479,0.94396689,0.687679083
California,Merced County,0.805475963,0.657752308,0.604902897,0.41069723,0.99872652,0.808978032
California,Modoc County,0.972620185,0.950334288,0.225087552,0.277300223,0.934734161,0.780961477
California,Mono County,0.966889526,0.384272525,0.449219994,0.201846546,0.996497931,0.675581025
California,Monterey County,0.793377905,0.477554919,0.408468641,0.168736071,0.99840815,0.624005094
California,Napa County,0.806431073,0.239095829,0.262336835,0.098376313,0.982171283,0.46991404
California,Nevada County,0.978032474,0.124164279,0.313594397,0.092327284,0.874880611,0.46768545
California,Orange County,0.76313276,0.240050939,0.1747851,0.082139446,0.987265202,0.425342248
California,Placer County,0.76249602,0.072906718,0.278573703,0.017828717,0.913721745,0.35211716
California,Plumas County,0.954473098,0.500159185,0.11524992,0.11907036,0.910856415,0.541228908
California,Riverside County,0.878701051,0.439350525,0.504616364,0.105698822,0.992677491,0.64788284
California,Sacramento County,0.785418656,0.340655842,0.366125438,0.213626234,0.985354982,0.576249602
California,San Benito County,0.88475008,0.336517033,0.614453996,0.05921681,0.99745304,0.638331741
California,San Bernardino County,0.961477237,0.497612225,0.47341611,0.137854187,0.99745304,0.694046482
California,San Diego County,0.892072588,0.255969436,0.282712512,0.189111748,0.988538682,0.545367717
California,San Francisco County,0.848774276,0.193887297,0.100286533,0.41165234,0.982489653,0.519261382
California,San Joaquin County,0.797516714,0.537726839,0.524992041,0.239414199,0.993632601,0.701368991
California,San Luis Obispo County,0.709964979,0.213944604,0.17510347,0.078319007,0.978987584,0.394460363
California,San Mateo County,0.759949061,0.123209169,0.262018465,0.06112703,0.977395734,0.402101242
California,Santa Barbara County,0.777777778,0.332696593,0.168736071,0.327284304,0.993950971,0.542184018
California,Santa Clara County,0.769181789,0.129576568,0.290990131,0.05635148,0.985673352,0.419293219
California,Santa Cruz County,0.88379497,0.318688316,0.139127666,0.093282394,0.986946832,0.483922318
California,Shasta County,0.874562241,0.47118752,0.053804521,0.35052531,0.914040115,0.565425024
California,Sierra County,0.990448902,0.534224769,0.23272843,0.718242598,0.893982808,0.784463547
California,Siskiyou County,0.946832219,0.655842089,0.071314868,0.393186883,0.933142311,0.676217765
California,Solano County,0.859917224,0.252785737,0.418019739,0.05698822,0.982808023,0.533269659
California,Sonoma County,0.792741165,0.210124164,0.23782235,0.081821076,0.966889526,0.437440306
California,Stanislaus County,0.796879975,0.548233047,0.435530086,0.169054441,0.993314231,0.653931869
California,Sutter County,0.757720471,0.58643744,0.189111748,0.313912767,0.986628462,0.619547915
California,Tehama County,0.858643744,0.893027698,0.442215855,0.431072907,0.950015918,0.829990449
California,Trinity County,0.992677491,0.876154091,0.520853231,0.525310411,0.924864693,0.895256288
California,Tulare County,0.837312958,0.82266794,0.300222859,0.248965298,0.99904489,0.741483604
California,Tuolumne County,0.971665075,0.442215855,0.23400191,0.114613181,0.894301178,0.561604585
California,Ventura County,0.753263292,0.256606176,0.231773321,0.114294811,0.988857052,0.458134352
California,Yolo County,0.82362305,0.312957657,0.246099968,0.29576568,0.994587711,0.571474053
California,Yuba County,0.831263929,0.562241324,0.678764725,0.338427252,0.987901942,0.790512576
Colorado,Adams County,0.287488061,0.304361668,0.427889207,0.196115887,0.660936008,0.297994269
Colorado,Alamosa County,0.384909265,0.839859917,0.094555874,0.710283349,0.680674944,0.580388411
Colorado,Arapahoe County,0.242279529,0.146450175,0.425023878,0.144858325,0.521171601,0.17446673
Colorado,Archuleta County,0.520534862,0.162368672,0.403374721,0.172238141,0.406876791,0.226997771
Colorado,Baca County,0.556510665,0.776504298,0.601400828,0.52944922,0.349251831,0.614135626
Colorado,Bent County,0.592168099,0.858007004,0.610633556,0.804839223,0.680038204,0.82457816
Colorado,Boulder County,0.263291945,0.054122891,0.329194524,0.097739573,0.519261382,0.112702961
Colorado,Broomfield County,0.205985355,0.029290035,0.532632919,0.016555237,0.437758676,0.103788602
Colorado,Chaffee County,0.305316778,0.239732569,0.112384591,0.566380134,0.457179242,0.231773321
Colorado,Cheyenne County,0.522126711,0.121935689,0.386501114,0.245144858,0.440942375,0.244508118
Colorado,Clear Creek County,0.23368354,0.101560013,0.727156956,0.173193251,0.311047437,0.191658707
Colorado,Conejos County,0.498248965,0.932505571,0.348296721,0.752308182,0.661572748,0.736071315
Colorado,Costilla County,0.339382362,0.979305954,0.700095511,0.692773002,0.578478192,0.760585801
Colorado,Crowley County,0.463546641,0.856733524,0.631009233,0.182744349,0.691499522,0.617319325
Colorado,Custer County,0.316459726,0.439032155,0.659662528,0.264247055,0.284304362,0.325374085
Colorado,Delta County,0.213307864,0.789557466,0.537726839,0.418019739,0.371537727,0.451448583
Colorado,Denver County,0.244508118,0.262018465,0.255332697,0.616364215,0.64597262,0.344476281
Colorado,Dolores County,0.518624642,0.614135626,0.472461,0.035975804,0.384590895,0.345113021
Colorado,Douglas County,0.230818211,0.006367399,0.517032792,0.009551098,0.376631646,0.085004776
Colorado,Eagle County,0.332378223,0.188156638,0.169372811,0.185291309,0.664119707,0.188475008
Colorado,Elbert County,0.252148997,0.00063674,0.747532633,0.035975804,0.300222859,0.130850048
Colorado,El Paso County,0.336198663,0.099968163,0.454950653,0.088188475,0.510983763,0.17765043
Colorado,Fremont County,0.289716651,0.380452085,0.594078319,0.419293219,0.462909901,0.391276663
Colorado,Garfield County,0.392550143,0.188793378,0.385864374,0.253422477,0.674944285,0.303406558
Colorado,Gilpin County,0.268067494,0.062400509,0.726201847,0.055714741,0.337472143,0.165234002
Colorado,Grand County,0.518306272,0.070359758,0.612862146,0.230818211,0.577841452,0.340337472
Colorado,Gunnison County,0.361668259,0.109200891,0.212034384,0.151544094,0.666666667,0.17828717
Colorado,Hinsdale County,0.35179879,0.069404648,0.70487106,0.189748488,0.376631646,0.23686724
Colorado,Huerfano County,0.492836676,0.82617001,0.094874244,0.810569882,0.371219357,0.539955428
Colorado,Jackson County,0.507163324,0.604584527,0.690544413,0.110156001,0.455269023,0.463228271
Colorado,Jefferson County,0.239732569,0.045526902,0.424705508,0.032155365,0.397644062,0.084686406
Colorado,Kiowa County,0.435848456,0.226042662,0.497930595,0.375994906,0.330468004,0.29608405
Colorado,Kit Carson County,0.609996816,0.432028017,0.551735116,0.607449857,0.625596944,0.617956065
Colorado,Lake County,0.301814709,0.520534862,0.163960522,0.267112385,0.654886979,0.308182108
Colorado,La Plata County,0.275708373,0.1197071,0.140082776,0.127029608,0.506526584,0.091372174
Colorado,Larimer County,0.23241006,0.055714741,0.35466412,0.064629099,0.463546641,0.092645654
Colorado,Las Animas County,0.560649475,0.919134034,0.495383636,0.747532633,0.620184655,0.774912448
Colorado,Lincoln County,0.393186883,0.615090735,0.140082776,0.546641197,0.619229545,0.446354664
Colorado,Logan County,0.420248329,0.209487424,0.190066858,0.669850366,0.560331105,0.35498249
Colorado,Mesa County,0.266157275,0.221903852,0.267112385,0.213944604,0.41006049,0.145176695
Colorado,Mineral County,0.324737345,0.067812798,0.746895893,0.17892391,0.29258198,0.211397644
Colorado,Moffat County,0.523400191,0.553008596,0.221585482,0.701050621,0.620821394,0.549188157
Colorado,Montezuma County,0.505889844,0.747532633,0.228271251,0.213944604,0.476281439,0.398917542
Colorado,Montrose County,0.323782235,0.720471188,0.197389366,0.429799427,0.319643426,0.333014963
Colorado,Morgan County,0.260744986,0.462591531,0.212989494,0.369627507,0.542184018,0.287806431
Colorado,Otero County,0.427570837,0.922954473,0.35020694,0.810888252,0.598853868,0.709009869
Colorado,Ouray County,0.306590258,0.018783827,0.562241324,0.164278892,0.29385546,0.134033747
