st_cty,vac_rate,low,med,high,tot_hesi,Th1_Historic_Undervaccination,Th2_Sociodemographic_Barriers,Th3_Resource_constrained_Healthcare_System,Th4_Healthcare_Accessibility_Barriers,party,believe_in_god,relig_rank,religious_index
ID Ada County,50,0.23,0.18,0.11,0.52,0.173511621,0.079274117,0.155046164,0.191658707,0,0.62,33,0.51
ID Adams County,36.1,0.25,0.19,0.12,0.56,0.17733206,0.577523082,0.41165234,0.319325056,0,0.62,33,0.51
ID Bannock County,40.7,0.27,0.2,0.13,0.6,0.213626234,0.206622095,0.092645654,0.462591531,0,0.62,33,0.51
ID Bear Lake County,36.8,0.27,0.2,0.13,0.6,0.279528812,0.200891436,0.085959885,0.29417383,0,0.62,33,0.51
ID Benewah County,39.7,0.25,0.19,0.12,0.56,0.330468004,0.810888252,0.079592486,0.419929959,0,0.62,33,0.51
ID Bingham County,35.5,0.27,0.2,0.13,0.6,0.29385546,0.191021968,0.267749124,0.277936963,0,0.62,33,0.51
ID Blaine County,68.8,0.28,0.2,0.13,0.61,0.17924228,0.313594397,0.284304362,0.299586119,1,0.62,33,0.51
ID Boise County,28.7,0.25,0.19,0.12,0.56,0.263291945,0.196752627,0.655842089,0.29226361,0,0.62,33,0.51
ID Bonner County,35.7,0.25,0.19,0.12,0.56,0.281757402,0.404011461,0.182425979,0.458452722,0,0.62,33,0.51
ID Bonneville County,39.2,0.25,0.18,0.12,0.55,0.1747851,0.049347342,0.242279529,0.335880293,0,0.62,33,0.51
ID Boundary County,27.3,0.25,0.19,0.12,0.56,0.441897485,0.521171601,0.355937599,0.637695002,0,0.62,33,0.51
ID Butte County,35.6,0.25,0.19,0.12,0.56,0.325692455,0.344157911,0.287169691,0.519261382,0,0.62,33,0.51
ID Camas County,33.3,0.28,0.2,0.13,0.61,0.299586119,0.614453996,0.272843044,0.306271888,0,0.62,33,0.51
ID Canyon County,33.3,0.25,0.19,0.12,0.56,0.230181471,0.434574976,0.505253104,0.394778733,0,0.62,33,0.51
ID Caribou County,29.2,0.27,0.2,0.13,0.6,0.300859599,0.076090417,0.35339064,0.368035657,0,0.62,33,0.51
ID Cassia County,27.8,0.27,0.2,0.13,0.6,0.150588984,0.349888571,0.156319643,0.386182744,0,0.62,33,0.51
ID Clark County,31.1,0.25,0.19,0.12,0.56,0.330149634,0.869149952,0.650748169,0.427889207,0,0.62,33,0.51
ID Clearwater County,34.6,0.25,0.19,0.12,0.56,0.151862464,0.728748806,0.128621458,0.476281439,0,0.62,33,0.51
ID Custer County,38.5,0.25,0.19,0.12,0.56,0.276026743,0.556510665,0.251512257,0.244189748,0,0.62,33,0.51
ID Elmore County,43.4,0.28,0.2,0.13,0.61,0.458771092,0.464183381,0.264565425,0.615727475,0,0.62,33,0.51
ID Franklin County,32,0.27,0.2,0.13,0.6,0.35530086,0.098694683,0.583890481,0.263291945,0,0.62,33,0.51
ID Fremont County,35,0.27,0.2,0.13,0.6,0.300859599,0.309455587,0.305316778,0.311365807,0,0.62,33,0.51
ID Gem County,32.4,0.22,0.17,0.11,0.5,0.259789876,0.643107291,0.389366444,0.803565743,0,0.62,33,0.51
ID Gooding County,32.1,0.28,0.2,0.13,0.61,0.438395415,0.794333015,0.373129577,0.594396689,0,0.62,33,0.51
ID Idaho County,24.7,0.25,0.19,0.12,0.56,0.219675263,0.768863419,0.482967208,0.323145495,0,0.62,33,0.51
ID Jefferson County,29.9,0.27,0.2,0.13,0.6,0.272206304,0.043616683,0.624960204,0.223495702,0,0.62,33,0.51
ID Jerome County,31.8,0.28,0.2,0.13,0.61,0.198981216,0.741801974,0.600445718,0.476281439,0,0.62,33,0.51
ID Kootenai County,37.3,0.25,0.19,0.13,0.57,0.156638013,0.125119389,0.063992359,0.272206304,0,0.62,33,0.51
ID Latah County,47.4,0.25,0.19,0.12,0.56,0.270932824,0.125756129,0.284622732,0.485514167,1,0.62,33,0.51
ID Lemhi County,39.5,0.25,0.19,0.12,0.56,0.397644062,0.510665393,0.580388411,0.476281439,0,0.62,33,0.51
ID Lewis County,39.3,0.25,0.19,0.12,0.56,0.133397007,0.845272206,0.624005094,0.722699777,0,0.62,33,0.51
ID Lincoln County,30.7,0.28,0.2,0.13,0.61,0.337472143,0.828716969,0.636739892,0.41260745,0,0.62,33,0.51
ID Madison County,39.5,0.27,0.2,0.13,0.6,0.284622732,0.308818848,0.328239414,0.29290035,0,0.62,33,0.51
ID Minidoka County,29.8,0.28,0.2,0.13,0.61,0.241324419,0.549824897,0.561604585,0.421203438,0,0.62,33,0.51
ID Nez Perce County,42.5,0.25,0.19,0.12,0.56,0.143266476,0.199299586,0.215536453,0.715695638,0,0.62,33,0.51
ID Oneida County,33.4,0.27,0.2,0.13,0.6,0.168417701,0.218083413,0.23400191,0.202801656,0,0.62,33,0.51
ID Owyhee County,25.2,0.26,0.19,0.12,0.57,0.29385546,0.868831582,0.333014963,0.568927093,0,0.62,33,0.51
ID Payette County,25.5,0.22,0.17,0.11,0.5,0.218401783,0.418019739,0.188156638,0.383954155,0,0.62,33,0.51
ID Power County,39.7,0.27,0.2,0.13,0.6,0.258834766,0.488061127,0.461636422,0.362304998,0,0.62,33,0.51
ID Shoshone County,36.2,0.25,0.19,0.12,0.56,0.157911493,0.905762496,0.186564788,0.813435212,0,0.62,33,0.51
ID Teton County,51.4,0.27,0.2,0.13,0.6,0.421521808,0.071314868,0.246736708,0.170964661,1,0.62,33,0.51
ID Twin Falls County,36,0.27,0.2,0.13,0.6,0.142311366,0.35339064,0.103788602,0.444762814,0,0.62,33,0.51
ID Valley County,51.7,0.25,0.19,0.12,0.56,0.169372811,0.042343203,0.112066221,0.534224769,0,0.62,33,0.51
ID Washington County,32.9,0.22,0.17,0.11,0.5,0.389366444,0.812480102,0.273479784,0.836994588,0,0.62,33,0.51
IL Adams County,48.9,0.16,0.1,0.06,0.32,0.282712512,0.23527539,0.396052213,0.463865011,0,0.61,33,0.51
IL Alexander County,28,0.17,0.1,0.07,0.34,0.195479147,0.926774912,0.52913085,0.751671442,0,0.61,33,0.51
IL Bond County,47.6,0.17,0.1,0.06,0.33,0.262336835,0.29576568,0.6472461,0.484877428,0,0.61,33,0.51
IL Boone County,55.6,0.15,0.09,0.05,0.29,0.11747851,0.305953518,0.743393824,0.260108246,0,0.61,33,0.51
IL Brown County,32.3,0.16,0.1,0.06,0.32,0.420885068,0.64883795,0.898439987,0.368990767,0,0.61,33,0.51
IL Bureau County,55,0.15,0.09,0.05,0.29,0.133715377,0.395097103,0.619547915,0.280165552,0,0.61,33,0.51
IL Calhoun County,46.7,0.17,0.1,0.06,0.33,0.266794015,0.52785737,0.813116842,0.187201528,0,0.61,33,0.51
IL Carroll County,54.6,0.15,0.09,0.05,0.29,0.200573066,0.442852595,0.695638332,0.46800382,0,0.61,33,0.51
IL Cass County,51,0.17,0.1,0.06,0.33,0.281757402,0.76758994,0.714740528,0.459726202,0,0.61,33,0.51
IL Champaign County,60.4,0.14,0.08,0.05,0.27,0.147405285,0.369945877,0.483922318,0.493155046,1,0.61,33,0.51
IL Christian County,41.6,0.16,0.1,0.06,0.32,0.273479784,0.364533588,0.712830309,0.309455587,0,0.61,33,0.51
IL Clark County,43,0.17,0.11,0.07,0.35,0.333014963,0.191340337,0.921999363,0.128621458,0,0.61,33,0.51
IL Clay County,33.1,0.17,0.11,0.07,0.35,0.331104744,0.600764088,0.378541866,0.193250557,0,0.61,33,0.51
IL Clinton County,48.1,0.17,0.1,0.06,0.33,0.261063356,0.206303725,0.521808341,0.17828717,0,0.61,33,0.51
IL Coles County,40.5,0.16,0.1,0.06,0.32,0.23495702,0.425660618,0.681311684,0.699777141,0,0.61,33,0.51
IL Cook County,65.6,0.13,0.07,0.04,0.24,0.173193251,0.503979624,0.395415473,0.747214263,1,0.61,33,0.51
IL Crawford County,42.3,0.17,0.11,0.07,0.35,0.325374085,0.454313913,0.310092327,0.493473416,0,0.61,33,0.51
IL Cumberland County,34.8,0.16,0.1,0.06,0.32,0.2913085,0.274434893,0.889525629,0.144539955,0,0.61,33,0.51
IL De Witt County,46,0.16,0.1,0.06,0.32,0.324100605,0.170964661,0.662527857,0.146450175,0,0.61,33,0.51
IL Douglas County,42.3,0.16,0.1,0.06,0.32,0.23495702,0.565743394,0.896848138,0.927093282,0,0.61,33,0.51
IL Edgar County,42.4,0.16,0.1,0.06,0.32,0.297994269,0.320916905,0.667940146,0.600445718,0,0.61,33,0.51
IL Edwards County,33.5,0.17,0.1,0.07,0.34,0.301814709,0.549506527,0.41388093,0.442215855,0,0.61,33,0.51
IL Effingham County,44.5,0.17,0.1,0.06,0.33,0.282712512,0.183062719,0.079910856,0.323463865,0,0.61,33,0.51
IL Fayette County,29.4,0.17,0.1,0.06,0.33,0.269659344,0.76345113,0.871378542,0.314549507,0,0.61,33,0.51
IL Ford County,51,0.18,0.11,0.07,0.36,0.276981853,0.277300223,0.356574339,0.565743394,0,0.61,33,0.51
IL Franklin County,39.1,0.17,0.1,0.06,0.33,0.324418975,0.609996816,0.841770137,0.740528494,0,0.61,33,0.51
IL Fulton County,49.9,0.16,0.1,0.06,0.32,0.262973575,0.453677173,0.732250876,0.498248965,0,0.61,33,0.51
IL Gallatin County,47,0.17,0.1,0.07,0.34,0.29258198,0.827761859,0.759630691,0.53231455,0,0.61,33,0.51
IL Greene County,37.5,0.17,0.1,0.06,0.33,0.367080548,0.52658389,0.698503661,0.223177332,0,0.61,33,0.51
IL Grundy County,54.6,0.12,0.08,0.05,0.25,0.126711238,0.105380452,0.750079592,0.12002547,0,0.61,33,0.51
IL Hamilton County,32.8,0.17,0.1,0.07,0.34,0.238777459,0.301177969,0.904489016,0.155364534,0,0.61,33,0.51
IL Hancock County,43.3,0.16,0.1,0.06,0.32,0.283349252,0.541865648,0.677172875,0.1779688,0,0.61,33,0.51
IL Hardin County,36.4,0.17,0.1,0.07,0.34,0.360394779,0.578796562,0.479465138,0.667303407,0,0.61,33,0.51
IL Henderson County,42.7,0.16,0.1,0.06,0.32,0.11556829,0.163642152,0.677491245,0.139127666,0,0.61,33,0.51
IL Henry County,53.9,0.16,0.1,0.06,0.32,0.207895575,0.433301496,0.64788284,0.248010188,0,0.61,33,0.51
IL Iroquois County,43.1,0.18,0.11,0.07,0.36,0.12002547,0.455905762,0.693091372,0.297357529,0,0.61,33,0.51
IL Jackson County,49.8,0.17,0.1,0.06,0.33,0.254377587,0.625596944,0.162687042,0.720152818,1,0.61,33,0.51
IL Jasper County,41.4,0.17,0.11,0.07,0.35,0.334925183,0.276663483,0.637376632,0.435211716,0,0.61,33,0.51
IL Jefferson County,38,0.17,0.1,0.06,0.33,0.11684177,0.41133397,0.224769182,0.702324101,0,0.61,33,0.51
IL Jersey County,49,0.17,0.1,0.06,0.33,0.297994269,0.304998408,0.837949698,0.138809296,0,0.61,33,0.51
IL Jo Daviess County,74.4,0.15,0.09,0.05,0.29,0.23654887,0.287806431,0.779369628,0.219993633,0,0.61,33,0.51
IL Johnson County,35.3,0.17,0.1,0.07,0.34,0.334606813,0.640241961,0.872970392,0.189748488,0,0.61,33,0.51
IL Kane County,61.7,0.13,0.07,0.04,0.24,0.145176695,0.249920408,0.640241961,0.209487424,1,0.61,33,0.51
IL Kankakee County,43.9,0.16,0.1,0.06,0.32,0.106335562,0.536771729,0.727475326,0.496975486,0,0.61,33,0.51
IL Kendall County,62.8,0.12,0.08,0.05,0.25,0.135625597,0.098376313,0.654568609,0.064947469,1,0.61,33,0.51
IL Knox County,52.1,0.15,0.09,0.05,0.29,0.142948106,0.837949698,0.441897485,0.638650111,0,0.61,33,0.51
IL Lake County,67.9,0.12,0.07,0.04,0.23,0.109200891,0.154727794,0.401782872,0.223495702,1,0.61,33,0.51
IL Lawrence County,33.5,0.17,0.11,0.07,0.35,0.149633875,0.657115568,0.88220312,0.478828399,0,0.61,33,0.51
IL Lee County,50.9,0.15,0.09,0.05,0.29,0.154091054,0.336835403,0.634829672,0.448901624,0,0.61,33,0.51
IL Livingston County,45.4,0.18,0.11,0.07,0.36,0.101560013,0.385864374,0.609996816,0.492518306,0,0.61,33,0.51
IL Logan County,46,0.16,0.1,0.06,0.32,0.266475645,0.258834766,0.731932506,0.390003184,0,0.61,33,0.51
IL Macon County,47.1,0.17,0.1,0.06,0.33,0.128303088,0.480738618,0.303724928,0.515440942,0,0.61,33,0.51
IL Macoupin County,49.1,0.17,0.1,0.06,0.33,0.285896211,0.226042662,0.253422477,0.149952245,0,0.61,33,0.51
IL Madison County,56.1,0.14,0.09,0.05,0.28,0.135943967,0.17669532,0.493791786,0.307226998,0,0.61,33,0.51
IL Marion County,38.5,0.17,0.1,0.06,0.33,0.088506845,0.508755174,0.723654887,0.606813117,0,0.61,33,0.51
IL Marshall County,52.3,0.15,0.09,0.05,0.29,0.112066221,0.317733206,0.693728112,0.101878383,0,0.61,33,0.51
IL Mason County,49.5,0.16,0.1,0.06,0.32,0.214899713,0.29290035,0.387456224,0.194842407,0,0.61,33,0.51
IL Massac County,36.2,0.17,0.1,0.07,0.34,0.285896211,0.793696275,0.736071315,0.639286851,0,0.61,33,0.51
IL Menard County,50.7,0.16,0.1,0.06,0.32,0.265520535,0.014645018,0.756446991,0.218083413,0,0.61,33,0.51
IL Mercer County,55.2,0.16,0.1,0.06,0.32,0.125756129,0.151862464,0.685132124,0.358166189,0,0.61,33,0.51
IL Monroe County,55.3,0.17,0.1,0.06,0.33,0.096147724,0.012734798,0.64660936,0.084686406,0,0.61,33,0.51
IL Montgomery County,44.6,0.17,0.1,0.06,0.33,0.369309137,0.541228908,0.210760904,0.424387138,0,0.61,33,0.51
IL Morgan County,48.2,0.17,0.1,0.06,0.33,0.273479784,0.466093601,0.591212989,0.580388411,0,0.61,33,0.51
IL Moultrie County,36.6,0.16,0.1,0.06,0.32,0.148678765,0.229226361,0.702642471,0.935370901,0,0.61,33,0.51
IL Ogle County,52.6,0.15,0.09,0.05,0.29,0.139764406,0.330149634,0.754855142,0.297357529,0,0.61,33,0.51
IL Peoria County,53.9,0.15,0.09,0.05,0.29,0.093919134,0.481693728,0.131805158,0.605539637,1,0.61,33,0.51
IL Perry County,38.8,0.17,0.1,0.06,0.33,0.370582617,0.693091372,0.606494747,0.380133715,0,0.61,33,0.51
IL Piatt County,50.7,0.16,0.1,0.06,0.32,0.11747851,0.006049029,0.308182108,0.066857689,0,0.61,33,0.51
IL Pike County,35.4,0.16,0.1,0.06,0.32,0.380133715,0.388729704,0.370264247,0.53231455,0,0.61,33,0.51
IL Pope County,29,0.17,0.1,0.07,0.34,0.326647564,0.835084368,0.833174148,0.553008596,0,0.61,33,0.51
IL Pulaski County,35.9,0.17,0.1,0.07,0.34,0.29194524,0.985036613,0.621139764,0.76599809,0,0.61,33,0.51
IL Putnam County,54.5,0.15,0.09,0.05,0.29,0.11843362,0.356574339,0.76504298,0.06049029,0,0.61,33,0.51
IL Randolph County,41.5,0.17,0.1,0.06,0.33,0.344476281,0.490926457,0.52690226,0.464183381,0,0.61,33,0.51
IL Richland County,39.9,0.17,0.11,0.07,0.35,0.297994269,0.448264884,0.342884432,0.543139128,0,0.61,33,0.51
IL Rock Island County,57.6,0.16,0.09,0.06,0.31,0.090417065,0.509710283,0.306590258,0.481375358,1,0.61,33,0.51
IL Saline County,42.1,0.17,0.1,0.07,0.34,0.314231137,0.680993314,0.421521808,0.64820121,0,0.61,33,0.51
IL Sangamon County,59.3,0.15,0.09,0.05,0.29,0.139764406,0.214899713,0.220312003,0.420885068,0,0.61,33,0.51
IL Schuyler County,52.6,0.16,0.1,0.06,0.32,0.327602674,0.664119707,0.451448583,0.257242916,0,0.61,33,0.51
IL Scott County,35.8,0.17,0.1,0.06,0.33,0.306271888,0.17637695,0.833492518,0.153454314,0,0.61,33,0.51
IL Shelby County,34.6,0.16,0.1,0.06,0.32,0.229544731,0.332378223,0.88252149,0.12002547,0,0.61,33,0.51
IL St. Clair County,56.4,0.17,0.09,0.06,0.32,0.225405922,0.487424387,0.566061764,0.574339382,1,0.61,33,0.51
IL Stark County,48.2,0.15,0.09,0.05,0.29,0.140719516,0.308182108,0.718242598,0.202483286,0,0.61,33,0.51
IL Stephenson County,54.2,0.15,0.09,0.05,0.29,0.200573066,0.495702006,0.610315186,0.733205985,0,0.61,33,0.51
IL Tazewell County,53.3,0.15,0.09,0.05,0.29,0.092964024,0.094874244,0.505571474,0.23336517,0,0.61,33,0.51
IL Union County,49.1,0.17,0.1,0.07,0.34,0.182107609,0.663164597,0.509073543,0.490289717,0,0.61,33,0.51
IL Vermilion County,34.6,0.18,0.11,0.07,0.36,0.309137217,0.76599809,0.792422795,0.677491245,0,0.61,33,0.51
IL Wabash County,41.6,0.17,0.1,0.07,0.34,0.334925183,0.538681948,0.739255014,0.757083731,0,0.61,33,0.51
IL Warren County,44.9,0.16,0.1,0.06,0.32,0.318688316,0.417064629,0.570837313,0.328876154,0,0.61,33,0.51
IL Washington County,49.3,0.17,0.1,0.06,0.33,0.167462592,0.17669532,0.299586119,0.11684177,0,0.61,33,0.51
IL Wayne County,36.3,0.17,0.11,0.07,0.35,0.221903852,0.76504298,0.252148997,0.76631646,0,0.61,33,0.51
IL White County,42.8,0.17,0.1,0.07,0.34,0.214899713,0.575294492,0.712193569,0.633556192,0,0.61,33,0.51
IL Whiteside County,55.7,0.15,0.09,0.05,0.29,0.227634511,0.508118434,0.452085323,0.349570201,0,0.61,33,0.51
IL Will County,61.5,0.13,0.08,0.05,0.26,0.1165234,0.184972939,0.784781917,0.070678128,1,0.61,33,0.51
IL Williamson County,49.4,0.17,0.1,0.06,0.33,0.23782235,0.448901624,0.339382362,0.623368354,0,0.61,33,0.51
IL Winnebago County,53.1,0.16,0.09,0.06,0.31,0.135943967,0.516714422,0.338427252,0.569563833,1,0.61,33,0.51
IL Woodford County,49.6,0.15,0.09,0.05,0.29,0.129894938,0.011779688,0.630690863,0.17510347,0,0.61,33,0.51
IN Adams County,29.3,0.19,0.14,0.09,0.42,0.968481375,0.76567972,0.775867558,0.924546323,0,0.63,22,0.54
IN Allen County,45.7,0.16,0.12,0.07,0.35,0.895893028,0.35179879,0.526265521,0.375994906,0,0.63,22,0.54
IN Bartholomew County,50.9,0.15,0.11,0.07,0.33,0.913721745,0.255332697,0.632601082,0.289079911,0,0.63,22,0.54
